"","X","station","variable","method","coefficient","p","df","lon","lat","season","var","significance","data","country"
"104630",262603,58608,"pre.JJA","RMSE",1.2486469372628,NA,NA,115.55,28.07,"JJA","pre",NA,"CRU","cma"
"104620",262503,58608,"pre.MAM","RMSE",0.976509655196934,NA,NA,115.55,28.07,"MAM","pre",NA,"CRU","cma"
"104640",262703,58608,"pre.SON","RMSE",0.575833985837616,NA,NA,115.55,28.07,"SON","pre",NA,"CRU","cma"
"57895",263351,58626,"avg_temp.ANN","RMSE",0.271468339614853,NA,NA,117.22,28.3,"ANN","avg_temp",NA,"ERA5","cma"
"57855",262951,58626,"avg_temp.DJF","RMSE",0.325057248967664,NA,NA,117.22,28.3,"DJF","avg_temp",NA,"ERA5","cma"
"57875",263151,58626,"avg_temp.JJA","RMSE",0.428514398695779,NA,NA,117.22,28.3,"JJA","avg_temp",NA,"ERA5","cma"
"57865",263051,58626,"avg_temp.MAM","RMSE",0.24452762575647,NA,NA,117.22,28.3,"MAM","avg_temp",NA,"ERA5","cma"
"57885",263251,58626,"avg_temp.SON","RMSE",0.484911753016312,NA,NA,117.22,28.3,"SON","avg_temp",NA,"ERA5","cma"
"104700",263403,58626,"pre.ANN","RMSE",0.664891768197477,NA,NA,117.22,28.3,"ANN","pre",NA,"CRU","cma"
"104660",263003,58626,"pre.DJF","RMSE",0.367451058870834,NA,NA,117.22,28.3,"DJF","pre",NA,"CRU","cma"
"104680",263204,58626,"pre.JJA","RMSE",1.88565783316287,NA,NA,117.22,28.3,"JJA","pre",NA,"CRU","cma"
"104670",263105,58626,"pre.MAM","RMSE",1.27137916487751,NA,NA,117.22,28.3,"MAM","pre",NA,"CRU","cma"
"104690",263303,58626,"pre.SON","RMSE",0.606490590317759,NA,NA,117.22,28.3,"SON","pre",NA,"CRU","cma"
"57945",263951,58633,"avg_temp.ANN","RMSE",0.679160472984992,NA,NA,118.9,29,"ANN","avg_temp",NA,"ERA5","cma"
"104705",263554,58633,"avg_temp.DJF","RMSE",0.564990208095836,NA,NA,118.9,29,"DJF","avg_temp",NA,"CRU","cma"
"57925",263751,58633,"avg_temp.JJA","RMSE",0.767237643722556,NA,NA,118.9,29,"JJA","avg_temp",NA,"ERA5","cma"
"57915",263651,58633,"avg_temp.MAM","RMSE",0.698703224653385,NA,NA,118.9,29,"MAM","avg_temp",NA,"ERA5","cma"
"57935",263851,58633,"avg_temp.SON","RMSE",0.740056627353672,NA,NA,118.9,29,"SON","avg_temp",NA,"ERA5","cma"
"104750",264003,58633,"pre.ANN","RMSE",0.534677811211048,NA,NA,118.9,29,"ANN","pre",NA,"CRU","cma"
"104710",263603,58633,"pre.DJF","RMSE",0.364609568431448,NA,NA,118.9,29,"DJF","pre",NA,"CRU","cma"
"104730",263803,58633,"pre.JJA","RMSE",1.55614627125267,NA,NA,118.9,29,"JJA","pre",NA,"CRU","cma"
"104720",263703,58633,"pre.MAM","RMSE",0.824137927000285,NA,NA,118.9,29,"MAM","pre",NA,"CRU","cma"
"104740",263903,58633,"pre.SON","RMSE",0.521693854185493,NA,NA,118.9,29,"SON","pre",NA,"CRU","cma"
"57995",26455,58634,"avg_temp.ANN","RMSE",0.841332767177799,NA,NA,118.25,28.68,"ANN","avg_temp",NA,"ERA5","cma"
"57955",264151,58634,"avg_temp.DJF","RMSE",0.823332358831412,NA,NA,118.25,28.68,"DJF","avg_temp",NA,"ERA5","cma"
"57975",26435,58634,"avg_temp.JJA","RMSE",0.921856232319933,NA,NA,118.25,28.68,"JJA","avg_temp",NA,"ERA5","cma"
"57965",26425,58634,"avg_temp.MAM","RMSE",0.715838107166637,NA,NA,118.25,28.68,"MAM","avg_temp",NA,"ERA5","cma"
"57985",26445,58634,"avg_temp.SON","RMSE",0.99982487842311,NA,NA,118.25,28.68,"SON","avg_temp",NA,"ERA5","cma"
"104800",264603,58634,"pre.ANN","RMSE",0.631084322404846,NA,NA,118.25,28.68,"ANN","pre",NA,"CRU","cma"
"57960",26420,58634,"pre.DJF","RMSE",0.524678133189287,NA,NA,118.25,28.68,"DJF","pre",NA,"ERA5","cma"
"104780",264403,58634,"pre.JJA","RMSE",1.62884539452033,NA,NA,118.25,28.68,"JJA","pre",NA,"CRU","cma"
"104770",264303,58634,"pre.MAM","RMSE",1.20366874251177,NA,NA,118.25,28.68,"MAM","pre",NA,"CRU","cma"
"104790",264503,58634,"pre.SON","RMSE",0.661416449735578,NA,NA,118.25,28.68,"SON","pre",NA,"CRU","cma"
"104845",265154,58646,"avg_temp.ANN","RMSE",1.88674147791119,NA,NA,119.92,28.45,"ANN","avg_temp",NA,"CRU","cma"
"89205",264752,58646,"avg_temp.DJF","RMSE",0.791516589105619,NA,NA,119.92,28.45,"DJF","avg_temp",NA,"NCEP2","cma"
"58025",26495,58646,"avg_temp.JJA","RMSE",2.24299024304062,NA,NA,119.92,28.45,"JJA","avg_temp",NA,"ERA5","cma"
"104815",264853,58646,"avg_temp.MAM","RMSE",2.02527885556445,NA,NA,119.92,28.45,"MAM","avg_temp",NA,"CRU","cma"
"104835",265053,58646,"avg_temp.SON","RMSE",1.77448641055572,NA,NA,119.92,28.45,"SON","avg_temp",NA,"CRU","cma"
"104850",265204,58646,"pre.ANN","RMSE",0.527723337481335,NA,NA,119.92,28.45,"ANN","pre",NA,"CRU","cma"
"104810",264803,58646,"pre.DJF","RMSE",0.25543268086362,NA,NA,119.92,28.45,"DJF","pre",NA,"CRU","cma"
"104830",265003,58646,"pre.JJA","RMSE",1.06647156634422,NA,NA,119.92,28.45,"JJA","pre",NA,"CRU","cma"
"104820",264903,58646,"pre.MAM","RMSE",0.796049038155975,NA,NA,119.92,28.45,"MAM","pre",NA,"CRU","cma"
"104840",265104,58646,"pre.SON","RMSE",0.598475593830486,NA,NA,119.92,28.45,"SON","pre",NA,"CRU","cma"
"58095",265751,58665,"avg_temp.ANN","RMSE",0.622887506870375,NA,NA,121.42,28.62,"ANN","avg_temp",NA,"ERA5","cma"
"89255",265353,58665,"avg_temp.DJF","RMSE",0.646306153898135,NA,NA,121.42,28.62,"DJF","avg_temp",NA,"NCEP2","cma"
"58075",265551,58665,"avg_temp.JJA","RMSE",0.532751239591022,NA,NA,121.42,28.62,"JJA","avg_temp",NA,"ERA5","cma"
"73665",265452,58665,"avg_temp.MAM","RMSE",0.393888210413103,NA,NA,121.42,28.62,"MAM","avg_temp",NA,"JRA55","cma"
"89285",265653,58665,"avg_temp.SON","RMSE",0.386557643999931,NA,NA,121.42,28.62,"SON","avg_temp",NA,"NCEP2","cma"
"104900",265803,58665,"pre.ANN","RMSE",0.447208244612378,NA,NA,121.42,28.62,"ANN","pre",NA,"CRU","cma"
"104860",265403,58665,"pre.DJF","RMSE",0.2421141913142,NA,NA,121.42,28.62,"DJF","pre",NA,"CRU","cma"
"104880",265603,58665,"pre.JJA","RMSE",1.26957341654107,NA,NA,121.42,28.62,"JJA","pre",NA,"CRU","cma"
"104870",265503,58665,"pre.MAM","RMSE",0.588248886065418,NA,NA,121.42,28.62,"MAM","pre",NA,"CRU","cma"
"73690",265701,58665,"pre.SON","RMSE",1.28550898734249,NA,NA,121.42,28.62,"SON","pre",NA,"JRA55","cma"
"58145",266351,58667,"avg_temp.ANN","RMSE",0.318218160384273,NA,NA,121.27,28.08,"ANN","avg_temp",NA,"ERA5","cma"
"58105",265951,58667,"avg_temp.DJF","RMSE",0.928879653533283,NA,NA,121.27,28.08,"DJF","avg_temp",NA,"ERA5","cma"
"58125",266151,58667,"avg_temp.JJA","RMSE",0.340878366132398,NA,NA,121.27,28.08,"JJA","avg_temp",NA,"ERA5","cma"
"58115",266051,58667,"avg_temp.MAM","RMSE",0.348909720833663,NA,NA,121.27,28.08,"MAM","avg_temp",NA,"ERA5","cma"
"58135",266251,58667,"avg_temp.SON","RMSE",0.525729355582763,NA,NA,121.27,28.08,"SON","avg_temp",NA,"ERA5","cma"
"104950",266403,58667,"pre.ANN","RMSE",0.647546400422932,NA,NA,121.27,28.08,"ANN","pre",NA,"CRU","cma"
"104910",266003,58667,"pre.DJF","RMSE",0.346984977202473,NA,NA,121.27,28.08,"DJF","pre",NA,"CRU","cma"
"104930",266204,58667,"pre.JJA","RMSE",1.53845290201332,NA,NA,121.27,28.08,"JJA","pre",NA,"CRU","cma"
"104920",266105,58667,"pre.MAM","RMSE",0.719254210395542,NA,NA,121.27,28.08,"MAM","pre",NA,"CRU","cma"
"104940",266303,58667,"pre.SON","RMSE",1.02557009342404,NA,NA,121.27,28.08,"SON","pre",NA,"CRU","cma"
"58195",266951,58715,"avg_temp.ANN","RMSE",0.193127373829054,NA,NA,116.65,27.58,"ANN","avg_temp",NA,"ERA5","cma"
"58155",266551,58715,"avg_temp.DJF","RMSE",0.338848914088161,NA,NA,116.65,27.58,"DJF","avg_temp",NA,"ERA5","cma"
"58175",266751,58715,"avg_temp.JJA","RMSE",0.168778208931872,NA,NA,116.65,27.58,"JJA","avg_temp",NA,"ERA5","cma"
"58165",266651,58715,"avg_temp.MAM","RMSE",0.157215179653768,NA,NA,116.65,27.58,"MAM","avg_temp",NA,"ERA5","cma"
"58185",266851,58715,"avg_temp.SON","RMSE",0.354551190130741,NA,NA,116.65,27.58,"SON","avg_temp",NA,"ERA5","cma"
"105000",267003,58715,"pre.ANN","RMSE",0.361917008571428,NA,NA,116.65,27.58,"ANN","pre",NA,"CRU","cma"
"104960",266603,58715,"pre.DJF","RMSE",0.285004619194391,NA,NA,116.65,27.58,"DJF","pre",NA,"CRU","cma"
"104980",266803,58715,"pre.JJA","RMSE",0.927006986732073,NA,NA,116.65,27.58,"JJA","pre",NA,"CRU","cma"
"104970",266703,58715,"pre.MAM","RMSE",0.847173117922857,NA,NA,116.65,27.58,"MAM","pre",NA,"CRU","cma"
"104990",266903,58715,"pre.SON","RMSE",0.483025774510315,NA,NA,116.65,27.58,"SON","pre",NA,"CRU","cma"
"58245",267551,58725,"avg_temp.ANN","RMSE",1.07898941791847,NA,NA,117.47,27.33,"ANN","avg_temp",NA,"ERA5","cma"
"58205",267151,58725,"avg_temp.DJF","RMSE",0.987298723535988,NA,NA,117.47,27.33,"DJF","avg_temp",NA,"ERA5","cma"
"58225",267351,58725,"avg_temp.JJA","RMSE",1.13679352801662,NA,NA,117.47,27.33,"JJA","avg_temp",NA,"ERA5","cma"
"58215",267251,58725,"avg_temp.MAM","RMSE",0.999312932507606,NA,NA,117.47,27.33,"MAM","avg_temp",NA,"ERA5","cma"
"58235",267451,58725,"avg_temp.SON","RMSE",1.22333188176326,NA,NA,117.47,27.33,"SON","avg_temp",NA,"ERA5","cma"
"105050",267603,58725,"pre.ANN","RMSE",0.461695361295859,NA,NA,117.47,27.33,"ANN","pre",NA,"CRU","cma"
"105010",267204,58725,"pre.DJF","RMSE",0.304004670828558,NA,NA,117.47,27.33,"DJF","pre",NA,"CRU","cma"
"105030",267403,58725,"pre.JJA","RMSE",1.31076101268429,NA,NA,117.47,27.33,"JJA","pre",NA,"CRU","cma"
"105020",267303,58725,"pre.MAM","RMSE",0.977337693604775,NA,NA,117.47,27.33,"MAM","pre",NA,"CRU","cma"
"105040",267503,58725,"pre.SON","RMSE",0.568459656762302,NA,NA,117.47,27.33,"SON","pre",NA,"CRU","cma"
"105095",268154,58731,"avg_temp.ANN","RMSE",1.14662570906299,NA,NA,118.53,27.92,"ANN","avg_temp",NA,"CRU","cma"
"105055",267754,58731,"avg_temp.DJF","RMSE",0.891656068579347,NA,NA,118.53,27.92,"DJF","avg_temp",NA,"CRU","cma"
"105075",267954,58731,"avg_temp.JJA","RMSE",1.49410989930072,NA,NA,118.53,27.92,"JJA","avg_temp",NA,"CRU","cma"
"105065",267854,58731,"avg_temp.MAM","RMSE",1.16713951437193,NA,NA,118.53,27.92,"MAM","avg_temp",NA,"CRU","cma"
"105085",268054,58731,"avg_temp.SON","RMSE",1.17429160404705,NA,NA,118.53,27.92,"SON","avg_temp",NA,"CRU","cma"
"105100",268204,58731,"pre.ANN","RMSE",0.405109065108685,NA,NA,118.53,27.92,"ANN","pre",NA,"CRU","cma"
"105060",267803,58731,"pre.DJF","RMSE",0.306341649942546,NA,NA,118.53,27.92,"DJF","pre",NA,"CRU","cma"
"105080",268003,58731,"pre.JJA","RMSE",1.12680883791134,NA,NA,118.53,27.92,"JJA","pre",NA,"CRU","cma"
"105070",267903,58731,"pre.MAM","RMSE",1.01383345646354,NA,NA,118.53,27.92,"MAM","pre",NA,"CRU","cma"
"73890",268102,58731,"pre.SON","RMSE",0.500875858707365,NA,NA,118.53,27.92,"SON","pre",NA,"JRA55","cma"
"58345",268751,58737,"avg_temp.ANN","RMSE",0.842115216811288,NA,NA,118.32,27.05,"ANN","avg_temp",NA,"ERA5","cma"
"58305",268351,58737,"avg_temp.DJF","RMSE",0.742274576564695,NA,NA,118.32,27.05,"DJF","avg_temp",NA,"ERA5","cma"
"58325",268551,58737,"avg_temp.JJA","RMSE",0.826758036831591,NA,NA,118.32,27.05,"JJA","avg_temp",NA,"ERA5","cma"
"58315",268451,58737,"avg_temp.MAM","RMSE",0.991739444506988,NA,NA,118.32,27.05,"MAM","avg_temp",NA,"ERA5","cma"
"58335",268651,58737,"avg_temp.SON","RMSE",0.876675283087545,NA,NA,118.32,27.05,"SON","avg_temp",NA,"ERA5","cma"
"105150",268803,58737,"pre.ANN","RMSE",0.465116898100516,NA,NA,118.32,27.05,"ANN","pre",NA,"CRU","cma"
"105110",268403,58737,"pre.DJF","RMSE",0.286883560442346,NA,NA,118.32,27.05,"DJF","pre",NA,"CRU","cma"
"73930",268601,58737,"pre.JJA","RMSE",1.43623035050291,NA,NA,118.32,27.05,"JJA","pre",NA,"JRA55","cma"
"105120",268503,58737,"pre.MAM","RMSE",0.747709426353204,NA,NA,118.32,27.05,"MAM","pre",NA,"CRU","cma"
"105140",268703,58737,"pre.SON","RMSE",0.567384610745262,NA,NA,118.32,27.05,"SON","pre",NA,"CRU","cma"
"73995",269352,58754,"avg_temp.ANN","RMSE",0.746607390591444,NA,NA,120.2,27.33,"ANN","avg_temp",NA,"JRA55","cma"
"73955",268952,58754,"avg_temp.DJF","RMSE",0.79147586811638,NA,NA,120.2,27.33,"DJF","avg_temp",NA,"JRA55","cma"
"73975",269152,58754,"avg_temp.JJA","RMSE",0.86418391451999,NA,NA,120.2,27.33,"JJA","avg_temp",NA,"JRA55","cma"
"73965",269052,58754,"avg_temp.MAM","RMSE",0.573330909628169,NA,NA,120.2,27.33,"MAM","avg_temp",NA,"JRA55","cma"
"73985",269252,58754,"avg_temp.SON","RMSE",0.805087063642141,NA,NA,120.2,27.33,"SON","avg_temp",NA,"JRA55","cma"
"105200",269403,58754,"pre.ANN","RMSE",0.606269924762289,NA,NA,120.2,27.33,"ANN","pre",NA,"CRU","cma"
"105160",269003,58754,"pre.DJF","RMSE",0.371474898382347,NA,NA,120.2,27.33,"DJF","pre",NA,"CRU","cma"
"58380",269201,58754,"pre.JJA","RMSE",1.98179906397906,NA,NA,120.2,27.33,"JJA","pre",NA,"ERA5","cma"
"105170",269105,58754,"pre.MAM","RMSE",0.532004288849006,NA,NA,120.2,27.33,"MAM","pre",NA,"CRU","cma"
"105190",269303,58754,"pre.SON","RMSE",1.06944434245283,NA,NA,120.2,27.33,"SON","pre",NA,"CRU","cma"
"58445",269951,58813,"avg_temp.ANN","RMSE",0.894462057008533,NA,NA,116.33,26.85,"ANN","avg_temp",NA,"ERA5","cma"
"58405",269551,58813,"avg_temp.DJF","RMSE",0.647269064758645,NA,NA,116.33,26.85,"DJF","avg_temp",NA,"ERA5","cma"
"58425",269751,58813,"avg_temp.JJA","RMSE",1.20927714660797,NA,NA,116.33,26.85,"JJA","avg_temp",NA,"ERA5","cma"
"58415",269651,58813,"avg_temp.MAM","RMSE",0.783415779999343,NA,NA,116.33,26.85,"MAM","avg_temp",NA,"ERA5","cma"
"58435",269851,58813,"avg_temp.SON","RMSE",1.01211349886588,NA,NA,116.33,26.85,"SON","avg_temp",NA,"ERA5","cma"
"105250",270003,58813,"pre.ANN","RMSE",0.461071483227766,NA,NA,116.33,26.85,"ANN","pre",NA,"CRU","cma"
"105210",269603,58813,"pre.DJF","RMSE",0.272205056894912,NA,NA,116.33,26.85,"DJF","pre",NA,"CRU","cma"
"105230",269803,58813,"pre.JJA","RMSE",1.44403528246333,NA,NA,116.33,26.85,"JJA","pre",NA,"CRU","cma"
"105220",269703,58813,"pre.MAM","RMSE",0.845686904363718,NA,NA,116.33,26.85,"MAM","pre",NA,"CRU","cma"
"105240",269903,58813,"pre.SON","RMSE",0.582228909224295,NA,NA,116.33,26.85,"SON","pre",NA,"CRU","cma"
"58495",27055,58820,"avg_temp.ANN","RMSE",0.848650611896169,NA,NA,117.17,26.9,"ANN","avg_temp",NA,"ERA5","cma"
"58455",27015,58820,"avg_temp.DJF","RMSE",0.883610753277751,NA,NA,117.17,26.9,"DJF","avg_temp",NA,"ERA5","cma"
"74075",270351,58820,"avg_temp.JJA","RMSE",0.74428899980099,NA,NA,117.17,26.9,"JJA","avg_temp",NA,"JRA55","cma"
"74065",270251,58820,"avg_temp.MAM","RMSE",0.75750804368476,NA,NA,117.17,26.9,"MAM","avg_temp",NA,"JRA55","cma"
"58485",27045,58820,"avg_temp.SON","RMSE",1.01596365903082,NA,NA,117.17,26.9,"SON","avg_temp",NA,"ERA5","cma"
"105300",270603,58820,"pre.ANN","RMSE",0.516596829118856,NA,NA,117.17,26.9,"ANN","pre",NA,"CRU","cma"
"105260",270203,58820,"pre.DJF","RMSE",0.389703497553252,NA,NA,117.17,26.9,"DJF","pre",NA,"CRU","cma"
"105280",270403,58820,"pre.JJA","RMSE",1.20596659714134,NA,NA,117.17,26.9,"JJA","pre",NA,"CRU","cma"
"105270",270303,58820,"pre.MAM","RMSE",1.04314910768744,NA,NA,117.17,26.9,"MAM","pre",NA,"CRU","cma"
"105290",270503,58820,"pre.SON","RMSE",0.536077723602811,NA,NA,117.17,26.9,"SON","pre",NA,"CRU","cma"
"58545",271151,58834,"avg_temp.ANN","RMSE",1.25894950845027,NA,NA,118.17,26.65,"ANN","avg_temp",NA,"ERA5","cma"
"89705",270752,58834,"avg_temp.DJF","RMSE",1.24670053259868,NA,NA,118.17,26.65,"DJF","avg_temp",NA,"NCEP2","cma"
"58525",27095,58834,"avg_temp.JJA","RMSE",1.04748330950251,NA,NA,118.17,26.65,"JJA","avg_temp",NA,"ERA5","cma"
"58515",27085,58834,"avg_temp.MAM","RMSE",1.2922802852222,NA,NA,118.17,26.65,"MAM","avg_temp",NA,"ERA5","cma"
"58535",27105,58834,"avg_temp.SON","RMSE",1.30833017942719,NA,NA,118.17,26.65,"SON","avg_temp",NA,"ERA5","cma"
"105350",271204,58834,"pre.ANN","RMSE",0.428144838105012,NA,NA,118.17,26.65,"ANN","pre",NA,"CRU","cma"
"105310",270803,58834,"pre.DJF","RMSE",0.269915445535425,NA,NA,118.17,26.65,"DJF","pre",NA,"CRU","cma"
"105330",271004,58834,"pre.JJA","RMSE",1.34067441729378,NA,NA,118.17,26.65,"JJA","pre",NA,"CRU","cma"
"105320",270903,58834,"pre.MAM","RMSE",0.901727562228872,NA,NA,118.17,26.65,"MAM","pre",NA,"CRU","cma"
"105340",271106,58834,"pre.SON","RMSE",0.623098716419835,NA,NA,118.17,26.65,"SON","pre",NA,"CRU","cma"
"89795",271753,58847,"avg_temp.ANN","RMSE",0.943563828488959,NA,NA,119.28,26.08,"ANN","avg_temp",NA,"NCEP2","cma"
"89755",271353,58847,"avg_temp.DJF","RMSE",0.96107526949214,NA,NA,119.28,26.08,"DJF","avg_temp",NA,"NCEP2","cma"
"58575",271551,58847,"avg_temp.JJA","RMSE",1.58678763352063,NA,NA,119.28,26.08,"JJA","avg_temp",NA,"ERA5","cma"
"89765",271453,58847,"avg_temp.MAM","RMSE",0.673738651018181,NA,NA,119.28,26.08,"MAM","avg_temp",NA,"NCEP2","cma"
"89785",271653,58847,"avg_temp.SON","RMSE",1.08213148604044,NA,NA,119.28,26.08,"SON","avg_temp",NA,"NCEP2","cma"
"105400",271803,58847,"pre.ANN","RMSE",0.608012082125708,NA,NA,119.28,26.08,"ANN","pre",NA,"CRU","cma"
"105360",271403,58847,"pre.DJF","RMSE",0.313103777690793,NA,NA,119.28,26.08,"DJF","pre",NA,"CRU","cma"
"105380",271603,58847,"pre.JJA","RMSE",1.60484902609574,NA,NA,119.28,26.08,"JJA","pre",NA,"CRU","cma"
"105370",271503,58847,"pre.MAM","RMSE",0.715579214982054,NA,NA,119.28,26.08,"MAM","pre",NA,"CRU","cma"
"105390",271703,58847,"pre.SON","RMSE",0.955704403701628,NA,NA,119.28,26.08,"SON","pre",NA,"CRU","cma"
"58645",272351,58918,"avg_temp.ANN","RMSE",1.38839972140074,NA,NA,116.42,25.05,"ANN","avg_temp",NA,"ERA5","cma"
"58605",271951,58918,"avg_temp.DJF","RMSE",1.12063020429512,NA,NA,116.42,25.05,"DJF","avg_temp",NA,"ERA5","cma"
"58625",272151,58918,"avg_temp.JJA","RMSE",1.7709264531082,NA,NA,116.42,25.05,"JJA","avg_temp",NA,"ERA5","cma"
"58615",272051,58918,"avg_temp.MAM","RMSE",1.30794790343623,NA,NA,116.42,25.05,"MAM","avg_temp",NA,"ERA5","cma"
"58635",272251,58918,"avg_temp.SON","RMSE",1.40008466578067,NA,NA,116.42,25.05,"SON","avg_temp",NA,"ERA5","cma"
"105450",272403,58918,"pre.ANN","RMSE",0.405260417123319,NA,NA,116.42,25.05,"ANN","pre",NA,"CRU","cma"
"105410",272003,58918,"pre.DJF","RMSE",0.329544166906085,NA,NA,116.42,25.05,"DJF","pre",NA,"CRU","cma"
"105430",272204,58918,"pre.JJA","RMSE",1.19891798077665,NA,NA,116.42,25.05,"JJA","pre",NA,"CRU","cma"
"105420",272105,58918,"pre.MAM","RMSE",1.07453672069873,NA,NA,116.42,25.05,"MAM","pre",NA,"CRU","cma"
"58640",27230,58918,"pre.SON","RMSE",0.533516182068968,NA,NA,116.42,25.05,"SON","pre",NA,"ERA5","cma"
"58695",272951,58921,"avg_temp.ANN","RMSE",1.66499995759342,NA,NA,117.35,25.97,"ANN","avg_temp",NA,"ERA5","cma"
"89855",272553,58921,"avg_temp.DJF","RMSE",1.3828108780924,NA,NA,117.35,25.97,"DJF","avg_temp",NA,"NCEP2","cma"
"58675",272751,58921,"avg_temp.JJA","RMSE",1.76225318150883,NA,NA,117.35,25.97,"JJA","avg_temp",NA,"ERA5","cma"
"58665",272651,58921,"avg_temp.MAM","RMSE",1.67554676758577,NA,NA,117.35,25.97,"MAM","avg_temp",NA,"ERA5","cma"
"58685",272851,58921,"avg_temp.SON","RMSE",1.63551917153292,NA,NA,117.35,25.97,"SON","avg_temp",NA,"ERA5","cma"
"105500",273003,58921,"pre.ANN","RMSE",0.368912137023672,NA,NA,117.35,25.97,"ANN","pre",NA,"CRU","cma"
"105460",272603,58921,"pre.DJF","RMSE",0.300380315533045,NA,NA,117.35,25.97,"DJF","pre",NA,"CRU","cma"
"105480",272803,58921,"pre.JJA","RMSE",1.26819069116126,NA,NA,117.35,25.97,"JJA","pre",NA,"CRU","cma"
"105470",272703,58921,"pre.MAM","RMSE",0.837699410900621,NA,NA,117.35,25.97,"MAM","pre",NA,"CRU","cma"
"105490",272903,58921,"pre.SON","RMSE",0.681667608557224,NA,NA,117.35,25.97,"SON","pre",NA,"CRU","cma"
"74345",273552,58931,"avg_temp.ANN","RMSE",4.92794818062992,NA,NA,118.1,25.72,"ANN","avg_temp",NA,"JRA55","cma"
"74305",273152,58931,"avg_temp.DJF","RMSE",3.44095712710035,NA,NA,118.1,25.72,"DJF","avg_temp",NA,"JRA55","cma"
"105525",273354,58931,"avg_temp.JJA","RMSE",5.91130315120722,NA,NA,118.1,25.72,"JJA","avg_temp",NA,"CRU","cma"
"105515",273254,58931,"avg_temp.MAM","RMSE",4.56566890711676,NA,NA,118.1,25.72,"MAM","avg_temp",NA,"CRU","cma"
"58735",273451,58931,"avg_temp.SON","RMSE",5.54306242239677,NA,NA,118.1,25.72,"SON","avg_temp",NA,"ERA5","cma"
"105550",273603,58931,"pre.ANN","RMSE",0.647531629479692,NA,NA,118.1,25.72,"ANN","pre",NA,"CRU","cma"
"105510",273204,58931,"pre.DJF","RMSE",0.260276489652435,NA,NA,118.1,25.72,"DJF","pre",NA,"CRU","cma"
"105530",273403,58931,"pre.JJA","RMSE",1.66732547120903,NA,NA,118.1,25.72,"JJA","pre",NA,"CRU","cma"
"105520",273303,58931,"pre.MAM","RMSE",0.937546605969521,NA,NA,118.1,25.72,"MAM","pre",NA,"CRU","cma"
"58740",27350,58931,"pre.SON","RMSE",0.960036442066548,NA,NA,118.1,25.72,"SON","pre",NA,"ERA5","cma"
"74395",274152,58933,"avg_temp.ANN","RMSE",0.197075943391564,NA,NA,118.98,26.92,"ANN","avg_temp",NA,"JRA55","cma"
"58755",273751,58933,"avg_temp.DJF","RMSE",0.178672984256785,NA,NA,118.98,26.92,"DJF","avg_temp",NA,"ERA5","cma"
"105575",273954,58933,"avg_temp.JJA","RMSE",0.332830371867837,NA,NA,118.98,26.92,"JJA","avg_temp",NA,"CRU","cma"
"74365",273852,58933,"avg_temp.MAM","RMSE",0.256919422876051,NA,NA,118.98,26.92,"MAM","avg_temp",NA,"JRA55","cma"
"89985",274053,58933,"avg_temp.SON","RMSE",0.407830251800039,NA,NA,118.98,26.92,"SON","avg_temp",NA,"NCEP2","cma"
"90000",274203,58933,"pre.ANN","RMSE",0.682370678071442,NA,NA,118.98,26.92,"ANN","pre",NA,"NCEP2","cma"
"105560",273803,58933,"pre.DJF","RMSE",0.523427873410602,NA,NA,118.98,26.92,"DJF","pre",NA,"CRU","cma"
"58780",27400,58933,"pre.JJA","RMSE",1.57212236528989,NA,NA,118.98,26.92,"JJA","pre",NA,"ERA5","cma"
"105570",273903,58933,"pre.MAM","RMSE",1.07441351005151,NA,NA,118.98,26.92,"MAM","pre",NA,"CRU","cma"
"105590",274105,58933,"pre.SON","RMSE",0.645635160774943,NA,NA,118.98,26.92,"SON","pre",NA,"CRU","cma"
"90045",274753,58944,"avg_temp.ANN","RMSE",0.29427895288895,NA,NA,119.78,25.52,"ANN","avg_temp",NA,"NCEP2","cma"
"105605",274354,58944,"avg_temp.DJF","RMSE",0.645322816192529,NA,NA,119.78,25.52,"DJF","avg_temp",NA,"CRU","cma"
"74425",274552,58944,"avg_temp.JJA","RMSE",0.2095243319144,NA,NA,119.78,25.52,"JJA","avg_temp",NA,"JRA55","cma"
"58815",274451,58944,"avg_temp.MAM","RMSE",0.538746485984974,NA,NA,119.78,25.52,"MAM","avg_temp",NA,"ERA5","cma"
"58835",274651,58944,"avg_temp.SON","RMSE",0.291323334073889,NA,NA,119.78,25.52,"SON","avg_temp",NA,"ERA5","cma"
"58850",27480,58944,"pre.ANN","RMSE",0.646206377968339,NA,NA,119.78,25.52,"ANN","pre",NA,"ERA5","cma"
"58810",27440,58944,"pre.DJF","RMSE",0.572361482400645,NA,NA,119.78,25.52,"DJF","pre",NA,"ERA5","cma"
"58830",27460,58944,"pre.JJA","RMSE",1.7826639930247,NA,NA,119.78,25.52,"JJA","pre",NA,"ERA5","cma"
"58820",27450,58944,"pre.MAM","RMSE",1.04409386015421,NA,NA,119.78,25.52,"MAM","pre",NA,"ERA5","cma"
"58840",27470,58944,"pre.SON","RMSE",1.16264810415461,NA,NA,119.78,25.52,"SON","pre",NA,"ERA5","cma"
"58895",277751,59058,"avg_temp.ANN","RMSE",1.37831888380134,NA,NA,110.52,24.2,"ANN","avg_temp",NA,"ERA5","cma"
"58855",277351,59058,"avg_temp.DJF","RMSE",1.15598581290323,NA,NA,110.52,24.2,"DJF","avg_temp",NA,"ERA5","cma"
